n_participants,n_ever_inflate_width,pct_ever_inflate_width,n_max_streak_ge5,pct_max_streak_ge5,total_inflate_width_events,total_policy_events,n_pressure_not_enabled,top_reason,top_reason_count
85,17,20.00,64,75.29,243,2087,0,Reset,41
