participant_id,session_number,age,gender,gaming_hours_per_week,input_device,vision_correction,wearing_correction_now,dominant_hand,operating_hand,using_dominant_hand,motor_impairment,fatigue_level,ts,trial_number,trial_in_block,block_number,block_order,block_trial_count,block,trial,modality,ui_mode,pressure,aging,ID,index_of_difficulty_nominal,A,target_distance_A,W,target_x,target_y,target_center_x,target_center_y,endpoint_x,endpoint_y,endpoint_error_px,projected_error_px,rt_ms,correct,err_type,hover_ms,confirm_type,pupil_z_med,adaptation_triggered,target_reentry_count,verification_time_ms,pixels_per_mm,pixels_per_degree,screen_width,screen_height,window_width,window_height,device_pixel_ratio,zoom_level,zoom_pct,is_fullscreen,fullscreen,viewport_w,viewport_h,focus_blur_count,tab_hidden_ms,user_agent,browser,dpi,practice,avg_fps,tlx_mental,tlx_physical,tlx_temporal,tlx_performance,tlx_effort,tlx_frustration,debrief_q1_adaptation_noticed,debrief_q2_strategy_changed,debrief_timestamp
P002,1,18,male,3,mouse,none,False,right,right,True,False,4,117616.69999998808,1,1,2,HaA_P0,27,2,1,hand,adaptive,1,False,4.954196310386875,4.954196310386875,600,600,20,322.0,378.00000000000006,373.0,677.0,375.0,683.0,6.324555320336759,-1.9564703726977049,1551.699999988079,True,,,click,,False,0.0,,5.478971962616823,57.38148680841623,1536,864,1920,1080,1,100,100,True,True,1920,1080,0.0,0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Chrome,1,False,60.75651662685325,50.0,25.0,57.0,75.0,30.0,31.0,"I saw that the interface and targets changed, but I did not realize that it was a result of my performance.","When the targets became easier, I focused less on accuracy and focused more on speed, as the larger targets required less focus and accuracy.",2025-12-07T22:11:04.410Z
P002,1,18,male,3,mouse,none,False,right,right,True,False,4,119956.09999999404,2,2,2,HaA_P0,27,2,2,hand,adaptive,1,False,3.4594316186372973,3.4594316186372973,400,400,40,878.0,378.0,929.0,677.0,930.0,679.0,2.23606797749979,1.0142598406402046,1081.4000000059605,True,,,click,,False,0.0,,5.478971962616823,57.38148680841623,1536,864,1920,1080,1,100,100,True,True,1920,1080,0.0,0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Chrome,1,False,60.437006043700606,50.0,25.0,57.0,75.0,30.0,31.0,"I saw that the interface and targets changed, but I did not realize that it was a result of my performance.","When the targets became easier, I focused less on accuracy and focused more on speed, as the larger targets required less focus and accuracy.",2025-12-07T22:11:04.410Z
P002,1,18,male,3,mouse,none,False,right,right,True,False,4,122010.89999999106,3,3,2,HaA_P0,27,2,3,hand,adaptive,1,False,3.4594316186372973,3.4594316186372973,400,400,40,796.5756851698602,574.5756851698602,847.5625,873.5625,843.0,866.0,8.83220315096975,-8.573669721886889,1066.2000000029802,True,,,click,,False,0.0,,5.478971962616823,57.38148680841623,1536,864,1920,1080,1,100,100,True,True,1920,1080,0.0,0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Chrome,1,False,61.582188536238746,50.0,25.0,57.0,75.0,30.0,31.0,"I saw that the interface and targets changed, but I did not realize that it was a result of my performance.","When the targets became easier, I focused less on accuracy and focused more on speed, as the larger targets required less focus and accuracy.",2025-12-07T22:11:04.410Z
P002,1,18,male,3,mouse,none,False,right,right,True,False,4,124305.09999999404,4,4,2,HaA_P0,27,2,4,hand,adaptive,1,False,3.4594316186372973,3.4594316186372973,400,400,40,600.0,100.0,651.0,399.0,645.0,407.0,10.0,-8.043267087757231,1059.2000000029802,True,,,click,,False,0.0,,5.478971962616823,57.38148680841623,1536,864,1920,1080,1,100,100,True,True,1920,1080,0.0,0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Chrome,1,False,61.69909824394874,50.0,25.0,57.0,75.0,30.0,31.0,"I saw that the interface and targets changed, but I did not realize that it was a result of my performance.","When the targets became easier, I focused less on accuracy and focused more on speed, as the larger targets required less focus and accuracy.",2025-12-07T22:11:04.410Z
P002,1,18,male,3,mouse,none,False,right,right,True,False,4,125903.59999999404,5,5,2,HaA_P0,27,2,5,hand,adaptive,1,False,1.807354922057604,1.807354922057604,200,200,80,400.0,378.0,451.0,677.0,475.0,686.0,25.632011235952593,-23.907871275304867,807.5,True,,,click,,False,0.0,,5.478971962616823,57.38148680841623,1536,864,1920,1080,1,100,100,True,True,1920,1080,0.0,0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Chrome,1,False,61.02212051799443,50.0,25.0,57.0,75.0,30.0,31.0,"I saw that the interface and targets changed, but I did not realize that it was a result of my performance.","When the targets became easier, I focused less on accuracy and focused more on speed, as the larger targets required less focus and accuracy.",2025-12-07T22:11:04.410Z
P002,1,18,male,3,mouse,none,False,right,right,True,False,4,127767.19999998808,6,6,2,HaA_P0,27,2,6,hand,adaptive,1,False,4.954196310386875,4.954196310386875,600,600,20,322.0,378.00000000000006,373.0,677.0,370.0,680.0,4.242640687119285,3.0216597978331214,1014.2999999970198,True,,,click,,False,0.0,,5.478971962616823,57.38148680841623,1536,864,1920,1080,1,100,100,True,True,1920,1080,0.0,0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Chrome,1,False,60.07810153181231,50.0,25.0,57.0,75.0,30.0,31.0,"I saw that the interface and targets changed, but I did not realize that it was a result of my performance.","When the targets became easier, I focused less on accuracy and focused more on speed, as the larger targets required less focus and accuracy.",2025-12-07T22:11:04.410Z
P002,1,18,male,3,mouse,none,False,right,right,True,False,4,129862.5,7,7,2,HaA_P0,27,2,7,hand,adaptive,1,False,3.4594316186372973,3.4594316186372973,400,400,40,796.5756851698602,181.42431483013976,847.5625,480.421875,857.0,483.0,9.78330898855929,4.936165109493437,1039.1000000089407,True,,,click,,False,0.0,,5.478971962616823,57.38148680841623,1536,864,1920,1080,1,100,100,True,True,1920,1080,0.0,0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Chrome,1,False,61.24829865783823,50.0,25.0,57.0,75.0,30.0,31.0,"I saw that the interface and targets changed, but I did not realize that it was a result of my performance.","When the targets became easier, I focused less on accuracy and focused more on speed, as the larger targets required less focus and accuracy.",2025-12-07T22:11:04.410Z
P002,1,18,male,3,mouse,none,False,right,right,True,False,4,131555.09999999404,8,8,2,HaA_P0,27,2,8,hand,adaptive,1,False,1.807354922057604,1.807354922057604,200,200,80,741.4213562373095,519.4213562373095,792.40625,818.40625,783.0,804.0,17.205161380382343,-16.837980227004664,964.7999999970198,True,,,click,,False,0.0,,5.478971962616823,57.38148680841623,1536,864,1920,1080,1,100,100,True,True,1920,1080,0.0,0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Chrome,1,False,61.43417010948647,50.0,25.0,57.0,75.0,30.0,31.0,"I saw that the interface and targets changed, but I did not realize that it was a result of my performance.","When the targets became easier, I focused less on accuracy and focused more on speed, as the larger targets required less focus and accuracy.",2025-12-07T22:11:04.410Z
P002,1,18,male,3,mouse,none,False,right,right,True,False,4,133238.0,9,9,2,HaA_P0,27,2,9,hand,adaptive,1,False,3.4594316186372973,3.4594316186372973,400,400,40,796.5756851698602,574.5756851698602,847.5625,873.5625,858.0,873.0,10.452646196059638,6.982679464217156,760.3000000119209,True,,,click,,False,0.0,,5.478971962616823,57.38148680841623,1536,864,1920,1080,1,100,100,True,True,1920,1080,0.0,0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Chrome,1,False,61.76984020386184,50.0,25.0,57.0,75.0,30.0,31.0,"I saw that the interface and targets changed, but I did not realize that it was a result of my performance.","When the targets became easier, I focused less on accuracy and focused more on speed, as the larger targets required less focus and accuracy.",2025-12-07T22:11:04.410Z
P002,1,18,male,3,mouse,none,False,right,right,True,False,4,134884.09999999404,10,10,2,HaA_P0,27,2,10,hand,adaptive,1,False,1.807354922057604,1.807354922057604,200,200,80,458.5786437626905,519.4213562373095,509.578125,818.40625,506.0,823.0,5.8228444576619935,5.787931015581704,741.4000000059605,True,,,click,,False,0.0,,5.478971962616823,57.38148680841623,1536,864,1920,1080,1,100,100,True,True,1920,1080,0.0,0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Chrome,1,False,60.224473035123935,50.0,25.0,57.0,75.0,30.0,31.0,"I saw that the interface and targets changed, but I did not realize that it was a result of my performance.","When the targets became easier, I focused less on accuracy and focused more on speed, as the larger targets required less focus and accuracy.",2025-12-07T22:11:04.410Z
